DATA_TYPE,Trim(BOTH FROM CUSTOMER_ID),ITEM,ITEM_ID,CNT,MIN_DIST
CTI,S2F047F9C07B58DF53,高鐵,CTI_97,2,21
CTI,N2EE2C8033C526601A,餐飲美饌／住宿優惠／飯店二人同行一人免費優惠,CTI_931,1,3
CTI,Q2688EDBCEE82ECCC2,飛航／機票／旅遊優惠：(請自行KEY IN),CTI_62,1,8
CTI,K242FFC8CB4CDDB686,國際機場接送,CTI_498,1,12
CTI,A2B6F73B80F77FC9F4,國際機場接送,CTI_498,1,11
CTI,A2DBA9BB3ACF8CB2ED,國際機場接送,CTI_498,1,4
CTI,A2D43BD6F4ED1D28CE,國際機場外圍停車服務,CTI_227,1,19
CTI,H1224F5C0C5CC14215,高鐵,CTI_97,1,11
CTI,K2AEB3534DAFE65A17,飛航／機票／旅遊優惠：(請自行KEY IN),CTI_62,1,4
CTI,A158584B42FAFB7C97,機場貴賓室,CTI_808,1,22
CTI,K2F37BAB9F728A6743,國際機場外圍停車服務,CTI_227,1,6
CTI,P242163AB545D5EBB0,國際機場外圍停車服務,CTI_227,1,20
CTI,Y26926C6B733A18FC3,飛航／機票／旅遊優惠：(請自行KEY IN),CTI_62,1,13
CTI,T10251312E8A1906A6,國際機場接送,CTI_498,1,20
CTI,I2803686F6C1C33C0E,高鐵,CTI_97,1,5
CTI,S29A736E3714CCAE37,國際機場外圍停車服務,CTI_227,1,25
CTI,N118F548DDA56B5D66,國際機場接送,CTI_498,1,22
CTI,R12994AC7A68181C35,國際機場接送,CTI_498,1,18
CTI,A12BD815C09BB7AE51,機場貴賓室,CTI_808,1,22
CTI,F1EBA3705C1304C1F2,國際機場接送,CTI_498,1,20
CTI,S22E4D951023441F82,國際機場外圍停車服務,CTI_227,1,14
CTI,N26A41BDDB8F02F49C,國際機場接送,CTI_498,2,11
CTI,G2C3B7E4D260507813,國際機場接送,CTI_498,1,12
CTI,A2EEC9A2B72588EAB5,餐飲美饌／住宿優惠／飯店二人同行一人免費優惠,CTI_931,1,20
CTI,Y1FC94E5C07DF4F5FA,國際機場接送,CTI_498,1,12
CTI,F144B2390787A9A67F,高爾夫,CTI_75,1,5
CTI,F18447354DFAB48595,市區停車,CTI_2,1,27
CTI,D16A3EEF00337FDAAC,里程兌換,CTI_6,1,25
CTI,F1B03EAB29D7C9092E,國際機場接送,CTI_498,1,6
CTI,A20F7F850A273FFCBE,國際機場接送,CTI_498,1,25
CTI,F29BFB306278ADFEA0,國際機場接送,CTI_498,2,5
CTI,A2D89B7AF7D17F10EB,國際機場接送,CTI_498,1,3
CTI,G15D1EC29347F7452E,國際機場接送,CTI_498,1,8
CTI,U2F404A171B0DCC23F,國際機場接送,CTI_498,1,14
CTI,T2497522A17E5F9A79,國際機場接送,CTI_498,1,11
CTI,A28B3044A3DF0CB83A,國際機場接送,CTI_498,1,11
CTI,F23E8C039659B579A7,國際機場外圍停車服務,CTI_227,1,12
CTI,A2A6BFB8A2406680D1,高鐵,CTI_97,1,21
CTI,T27C7F193EDFBD51DD,國際機場外圍停車服務,CTI_227,1,20
CTI,L193E96FA6765F2737,國際機場外圍停車服務,CTI_227,1,4
CTI,J1DDF25981B56F3E84,國際機場接送,CTI_498,1,6
CTI,R286DAB59ECD03CDB2,國際機場外圍停車服務,CTI_227,1,18
CTI,H1376D992239FA5DBF,國際機場外圍停車服務,CTI_227,1,5
CTI,L13FB9C6D4BF91FEE0,國際機場接送,CTI_498,3,20
CTI,V249EDA3800675CE23,國際機場接送,CTI_498,1,20
CTI,A2F72DBC2CDEA20929,國際機場接送,CTI_498,1,12
CTI,A16AFA72CF2C4FB631,高鐵,CTI_97,1,20
CTI,A117A62912C263ED43,國際機場接送,CTI_498,1,13
CTI,F2F66CB30CB9B324BD,國際機場接送,CTI_498,1,17
CTI,G14FFD86EE7015F2D6,國際機場外圍停車服務,CTI_227,1,12
CTI,U260BA0581951E63F3,高爾夫,CTI_75,1,11
CTI,A12060F425EC2A6340,國際機場外圍停車服務,CTI_227,1,25
CTI,G21DC410022AC56A51,里程兌換,CTI_6,1,22
CTI,H1127B7FC922D7F0A3,國際機場接送,CTI_498,1,26
CTI,S1B94F966ADB0EC9A2,國際機場接送,CTI_498,1,3
CTI,P2990F16DEEB3E88CB,國際機場接送,CTI_498,1,13
CTI,E148DBCE094DD93D47,高鐵,CTI_97,1,11
CTI,G21E287ACEDA58534E,機場貴賓室,CTI_808,1,19
CTI,T23F9EBE7BFC24FC42,高鐵,CTI_97,1,4
CTI,A208C49703075EB34C,里程兌換,CTI_6,1,5
CTI,H28DAB220FD5A54295,國際機場外圍停車服務,CTI_227,1,13
CTI,B2A86716606FD793CE,國際機場接送,CTI_498,1,19
CTI,S20704CE616E9E3CD8,高鐵,CTI_97,1,25
CTI,N22AF5FF7B42776002,國際機場接送,CTI_498,1,7
CTI,Q16EDD978CB42AB298,紅利兌換ETAG,CTI_55,1,19
CTI,D27C923A0F6864AFC5,飛航／機票／旅遊優惠：(請自行KEY IN),CTI_62,2,4
CTI,U2F2308200AE31B027,機場貴賓室,CTI_808,1,16
CTI,S164F7B4D0CEA3FEFF,高鐵,CTI_97,2,16
CTI,D2BBD8F96F4EB5DC80,機場貴賓室,CTI_808,1,27
CTI,T25DC08CCFD65C20A7,國際機場外圍停車服務,CTI_227,1,12
CTI,A2240DC7B1410831FB,高鐵,CTI_97,1,8
CTI,F2416519687AA8897E,里程兌換,CTI_6,1,6
CTI,R1802BD130E7C8149E,國際機場外圍停車服務,CTI_227,1,3
CTI,F2E8A215C1E16E3140,高爾夫,CTI_75,1,19
CTI,J27284431809E8DF48,國際機場外圍停車服務,CTI_227,1,21
CTI,U2F404A171B0DCC23F,機場貴賓室,CTI_808,1,14
CTI,Q2376BD7CCFB6D24B0,高鐵,CTI_97,1,26
CTI,Q20BF72A3ABE53E0F8,國際機場外圍停車服務,CTI_227,1,19
CTI,I29FD55ABA7D5A020E,國際機場外圍停車服務,CTI_227,1,5
CTI,E2709E38162C978AC5,機場貴賓室,CTI_808,1,25
CTI,F2332273CCC45F48D3,國際機場外圍停車服務,CTI_227,1,11
CTI,N17BEEC46A5C2BDE78,國際機場接送,CTI_498,1,21
CTI,F23061BEF2BB487DEE,國際機場接送,CTI_498,1,27
CTI,Q29F5C7AB27243A71B,高鐵,CTI_97,1,10
CTI,A2F32DB6DF50F17AF4,國際機場接送,CTI_498,1,22
CTI,L26CB971EE14F6ADBF,國際機場接送,CTI_498,1,24
CTI,A13D7D1C6DBF2EC2BC,機場貴賓室,CTI_808,1,12
CTI,D27C923A0F6864AFC5,里程兌換,CTI_6,1,6
CTI,L216AC22A3D48B73B4,市區停車,CTI_2,1,13
CTI,C16FCF0D76AE49EC7E,里程兌換,CTI_6,2,3
CTI,A1AA5B9CFC669308B9,國際機場外圍停車服務,CTI_227,1,25
CTI,L2D46DA0C8AF914C9B,國際機場接送,CTI_498,1,14
CTI,A1410D93CCCD5982AC,國際機場接送,CTI_498,1,21
CTI,N1A6391D87F3A7512A,國際機場外圍停車服務,CTI_227,1,6
CTI,F1DB5BE271CFE36E56,高鐵,CTI_97,1,5
CTI,A2BE654DAFFD70BE1D,國際機場接送,CTI_498,2,11
CTI,F15B041BB24B0F7268,機場貴賓室,CTI_808,1,4
CTI,P263EDDA9008474380,國際機場外圍停車服務,CTI_227,1,14
CTI,A17FDADCD960D1259F,機場貴賓室,CTI_808,1,12
CTI,E1B3D8324BB6171DD0,國際機場接送,CTI_498,1,8
CTI,F1B03EAB29D7C9092E,國際機場外圍停車服務,CTI_227,1,6
CTI,F255B63E5D41293FB2,高鐵,CTI_97,1,6
CTI,R14F5B147CBCE4F952,國際機場外圍停車服務,CTI_227,1,18
CTI,F2BA9A616E7B1617B6,高鐵,CTI_97,1,6
CTI,L29F82EE1B5B9BE7AC,國際機場接送,CTI_498,1,26
CTI,P24BF5D6E45CC8E6FA,國際機場外圍停車服務,CTI_227,1,24
CTI,P2FBE9B65A16A208FF,高鐵,CTI_97,1,14
CTI,S27C5C71085690AAF7,飛航／機票／旅遊優惠：(請自行KEY IN),CTI_62,1,25
CTI,A2479E766A1C75EC92,國際機場外圍停車服務,CTI_227,1,1
CTI,A286D8B6BF66462814,國際機場接送,CTI_498,1,21
CTI,S2ECCA52C8576E57C0,國際機場外圍停車服務,CTI_227,1,13
CTI,N1D8F3A874C9392179,機場貴賓室,CTI_808,1,10
CTI,S24641F48E2C84CFFF,國際機場外圍停車服務,CTI_227,1,21
CTI,B203CACAD83E614DF2,線上購物：(請自行KEY IN),CTI_781,1,17
CTI,E1A06FEF5827DAB8D9,高鐵,CTI_97,1,1
CTI,C15D90C1D602FDA6C6,機場貴賓室,CTI_808,1,18
CTI,D20F58609C86D10B72,國際機場外圍停車服務,CTI_227,1,1
CTI,J25FF0B14BEEBF6A84,國際機場接送,CTI_498,1,11
CTI,A27A9B4835A47AD2C0,國際機場接送,CTI_498,1,5
CTI,F22088FC9AA7097055,國際機場外圍停車服務,CTI_227,1,12
CTI,A2ED1A24AA6529EACD,國際機場接送,CTI_498,1,13
CTI,H2A13AD8BF95DEF2F3,國際機場外圍停車服務,CTI_227,1,17
CTI,F29B731CFCDE4A765E,國際機場外圍停車服務,CTI_227,1,7
CTI,G2B672845A6788B226,機場貴賓室,CTI_808,1,21
CTI,P24B9C1FD880EC0307,機場貴賓室,CTI_808,1,12
CTI,F1CA4A5D67E1FE0904,國際機場外圍停車服務,CTI_227,1,3
CTI,F2379A9DC2A535A2ED,國際機場接送,CTI_498,1,4
CTI,A2BAF9D3C8C08C9E30,餐飲美饌／住宿優惠／飯店二人同行一人免費優惠,CTI_931,1,7
CTI,A1F2880ABC2B3104A4,機場貴賓室,CTI_808,1,21
CTI,A22C68D14CA7E5337E,國際機場接送,CTI_498,1,21
CTI,F227D7DDE07F0009ED,飛航／機票／旅遊優惠：(請自行KEY IN),CTI_62,1,14
CTI,O1899A986E8116A4C5,高鐵,CTI_97,1,4
CTI,N2928B746568A6A641,餐飲美饌／住宿優惠／飯店二人同行一人免費優惠,CTI_931,1,2
CTI,T211BCACA019036DA0,國際機場外圍停車服務,CTI_227,1,10
CTI,H29B1757726876210A,國際機場外圍停車服務,CTI_227,1,19
CTI,I24FFA9660BC24E264,線上購物：(請自行KEY IN),CTI_781,1,17
CTI,F2887982B89FA50DF2,機場貴賓室,CTI_808,1,1
CTI,L2BB4FB2FB38A3C67D,國際機場外圍停車服務,CTI_227,1,20
CTI,X2E64C776E067912D0,國際機場接送,CTI_498,1,11
CTI,R21672980A4A4F8DEC,國際機場接送,CTI_498,1,19
CTI,E1EE6405708AB3E728,高鐵,CTI_97,1,26
CTI,H2330861981DDEE840,國際機場外圍停車服務,CTI_227,1,6
CTI,V26F66FC1B38C32882,國際機場接送,CTI_498,1,7
CTI,R27FC7E1E19A6DD8ED,機場貴賓室,CTI_808,1,25
CTI,Q1C184189B90F03824,國際機場外圍停車服務,CTI_227,1,7
CTI,E2CC88BEB4B0208795,國際機場外圍停車服務,CTI_227,1,26
CTI,F238756921430368E6,國際機場接送,CTI_498,3,9
CTI,A221E54B6B44023858,國際機場外圍停車服務,CTI_227,1,18
CTI,F288EF8E31FB35151C,國際機場外圍停車服務,CTI_227,2,5
CTI,U180DF3FDDEF426F88,機場貴賓室,CTI_808,1,5
CTI,H1011B116FE63A5C46,國際機場外圍停車服務,CTI_227,1,15
CTI,A22C68D14CA7E5337E,機場貴賓室,CTI_808,1,21
CTI,C231B55938DDC4FDE0,國際機場外圍停車服務,CTI_227,1,5
CTI,F25C5E883BDE83D907,國際機場接送,CTI_498,1,19
CTI,E2C15516342B7F24EA,機場貴賓室,CTI_808,1,13
CTI,H1C4412CC2043C8774,國際機場外圍停車服務,CTI_227,2,25
CTI,M2E7941A013ADAD2AD,高鐵,CTI_97,1,17
CTI,T13949455FCB38C578,國際機場外圍停車服務,CTI_227,1,25
CTI,F2994AF50AFD81F3B7,線上購物：(請自行KEY IN),CTI_781,1,19
CTI,G12893D2C570529587,國際機場接送,CTI_498,1,7
CTI,S111EE1A237BB59F05,里程兌換,CTI_6,1,19
CTI,C2C5F40BCF40D029B7,里程兌換,CTI_6,1,26
CTI,A15B8534F34868CBB9,國際機場外圍停車服務,CTI_227,1,17
CTI,D1AEF7D914208D998A,國際機場接送,CTI_498,1,19
CTI,A29D325FD109F5B7F1,餐飲／住宿／電影優惠：(請自行KEY IN),CTI_922,1,5
CTI,G16B2F4EDABF219F75,里程兌換,CTI_6,1,14
CTI,T25812121D3B8F96D9,國際機場外圍停車服務,CTI_227,1,14
CTI,V1E016311F424AADEF,高鐵,CTI_97,1,6
CTI,A2F1A82933ED576BD8,國際機場接送,CTI_498,1,21
CTI,F2FEA6AC08E47A78E8,國際機場接送,CTI_498,1,14
CTI,F2706A297CEA5FD8E3,線上購物：(請自行KEY IN),CTI_781,1,15
CTI,A2CF9409D52B0D7DF4,機場貴賓室,CTI_808,1,8
CTI,A2728B21EF59D85EA8,里程兌換,CTI_6,1,26
CTI,E2A246DF776FA7F4A9,國際機場接送,CTI_498,1,12
CTI,Q1219BD0D1A2398944,高鐵,CTI_97,1,14
CTI,A17963017367095FCF,高鐵,CTI_97,2,7
CTI,P281FEB7815E98068D,國際機場接送,CTI_498,1,21
CTI,F209783FDA6E07B0F5,國際機場外圍停車服務,CTI_227,1,9
CTI,T236FCC0629AB3C8DD,國際機場外圍停車服務,CTI_227,1,11
CTI,K23A4E74C6F4AC2AAE,國際機場外圍停車服務,CTI_227,1,24
CTI,A184904C34BAE1E047,國際機場外圍停車服務,CTI_227,1,15
CTI,P21FAD7ADAD75E3438,國際機場接送,CTI_498,1,14
CTI,H1B74CF5A8CFA31722,國際機場接送,CTI_498,1,26
CTI,Y166BEE5676104D30A,國際機場外圍停車服務,CTI_227,1,7
CTI,A297AB4884A67481A6,里程兌換,CTI_6,1,8
CTI,S1EB75B596AC2B9E9C,里程兌換,CTI_6,1,7
CTI,H2DFE725DAB20480D3,國際機場接送,CTI_498,1,21
CTI,U2CFED8FE3B00995A7,國際機場接送,CTI_498,1,26
CTI,R1935F6752C3406397,餐飲美饌／住宿優惠／飯店二人同行一人免費優惠,CTI_931,1,24
CTI,K15333EF2EAB52753F,國際機場外圍停車服務,CTI_227,1,12
CTI,A133A6117E9F1ED9B2,里程兌換,CTI_6,1,7
CTI,V1C67E70AE474838DA,高鐵,CTI_97,1,7
CTI,R2B134CBFA16F89689,高鐵,CTI_97,1,27
CTI,P104DC279A3AF991D4,國際機場接送,CTI_498,1,14
CTI,N2E810E3C63DBB84A9,機場貴賓室,CTI_808,1,11
CTI,G1BB27149A26C4F378,國際機場外圍停車服務,CTI_227,1,19
CTI,F1987C579BA8BBDD26,國際機場接送,CTI_498,1,10
CTI,F232329F5762DECEED,國際機場接送,CTI_498,1,26
CTI,M12A7237D8E9DF48AD,線上購物：(請自行KEY IN),CTI_781,1,6
CTI,S2CC0CBCDC70990544,機場貴賓室,CTI_808,1,10
CTI,S11EBBD5949A3CD8ED,機場貴賓室,CTI_808,1,27
CTI,L1CB5AECBF8FAA686F,國際機場外圍停車服務,CTI_227,1,6
CTI,A24EDBBA9DC9651264,高鐵,CTI_97,1,17
CTI,J21B63D2B6B499A6D7,國際機場外圍停車服務,CTI_227,1,18
CTI,G2C7DC4652AAAC9BEA,國際機場外圍停車服務,CTI_227,1,3
CTI,E2B4B128D2EC1B3011,機場貴賓室,CTI_808,1,15
CTI,D172D08AEAE078954C,國際機場外圍停車服務,CTI_227,1,6
CTI,H2C39099703CD8D7FF,機場貴賓室,CTI_808,1,21
CTI,F238756921430368E6,機場貴賓室,CTI_808,1,25
CTI,Q18989F4991447FE64,國際機場接送,CTI_498,1,13
CTI,V1569DB925CE47A515,機場貴賓室,CTI_808,1,19
CTI,F141FA9DF4B7962813,國際機場外圍停車服務,CTI_227,1,14
CTI,C1392945423B397B1E,機場貴賓室,CTI_808,1,4
CTI,E23AFA0E8B4D15ECE4,國際機場接送,CTI_498,1,1
CTI,A289398E0CBB6EEACE,高鐵,CTI_97,1,13
CTI,O12020A0C1494FCEE2,國際機場接送,CTI_498,1,26
CTI,F1BA1BC969EF28D3AF,里程兌換,CTI_6,1,18
CTI,H1376D992239FA5DBF,國際機場接送,CTI_498,1,5
CTI,F2834E80E89122BBE1,機場貴賓室,CTI_808,1,24
CTI,M2AE5331ED89BCD4A9,高鐵,CTI_97,1,10
CTI,T27A394DAC6C197307,機場貴賓室,CTI_808,1,10
CTI,H1202C3A073091413A,國際機場外圍停車服務,CTI_227,1,13
CTI,M1DCAE651D7AC066A9,高鐵,CTI_97,1,9
CTI,E28BEE634CBD7C0933,國際機場外圍停車服務,CTI_227,1,11
CTI,L1974697172BC50783,國際機場外圍停車服務,CTI_227,1,21
CTI,B20CE769CA87895E60,餐飲美饌／住宿優惠／飯店二人同行一人免費優惠,CTI_931,1,18
CTI,A242D2A64F9F5BEA38,國際機場接送,CTI_498,1,18
CTI,T25162A79A733F2716,國際機場接送,CTI_498,1,12
CTI,J2E14F01E683592EA6,國際機場外圍停車服務,CTI_227,1,23
CTI,A24FDBAF0965428849,國際機場外圍停車服務,CTI_227,1,3
CTI,F29774794BA3215A63,國際機場接送,CTI_498,1,7
CTI,F1526C6D5683F8445E,國際機場外圍停車服務,CTI_227,1,26
CTI,D168C120812CA4BC40,高爾夫,CTI_75,3,4
CTI,F2D2F5A296DB39879C,國際機場外圍停車服務,CTI_227,1,12
CTI,G245AD14AFE1E197C5,機場貴賓室,CTI_808,1,13
CTI,H16A3CE7F59C1979FC,機場貴賓室,CTI_808,1,22
CTI,F21C11896775DB83D8,國際機場接送,CTI_498,1,23
CTI,O27C3458BDD8B06B5A,國際機場接送,CTI_498,1,12
CTI,A2D426173546B309C8,國際機場接送,CTI_498,1,27
CTI,T2FD2A029B03D32632,機場貴賓室,CTI_808,1,27
CTI,Y2E1083F4A15546AAC,國際機場接送,CTI_498,1,20
CTI,R1CC99A8F924C1CCC3,線上購物：(請自行KEY IN),CTI_781,1,19
CTI,G279E5584369B0A465,國際機場外圍停車服務,CTI_227,1,11
CTI,N296DA5ABB1CF1AC83,國際機場接送,CTI_498,1,24
CTI,N12FB903C9BCEA4E84,國際機場外圍停車服務,CTI_227,1,4
CTI,G2A8CA975FE3A79E92,國際機場外圍停車服務,CTI_227,1,12
CTI,F29BFB306278ADFEA0,國際機場外圍停車服務,CTI_227,1,5
CTI,F259EEE06C0533A36C,國際機場接送,CTI_498,1,11
CTI,Q1C184189B90F03824,機場貴賓室,CTI_808,1,7
CTI,S2AA3CB54ED1F040AF,國際機場接送,CTI_498,1,5
CTI,T2FF08653F3BF0A1B7,國際機場外圍停車服務,CTI_227,1,17
CTI,M1968E9DCE886BB7F8,飛航／機票／旅遊優惠：(請自行KEY IN),CTI_62,1,12
CTI,T25B9D28E2BBDB7232,國際機場外圍停車服務,CTI_227,1,15
CTI,Y29210CF628C509BA8,紅利兌換ETAG,CTI_55,1,7
