DATA_TYPE,CUSTOMER_ID,ITEM,ITEM_ID,CNT,MIN_DIST
MMO_ATT,R2BF68ECB10D308AC9,王品牛排$1485套餐乙份,MMO_ATT_A02_55_201606,1,6
MMO_ATT,H191E3B425394C7F4C,現金抵用券100元,MMO_ATT_A12_37_201606,1,81
MMO_ATT,H1BB6BBDB418F6698F,茶葉蛋,MMO_ATT_A12_7_201606,1,61
MMO_ATT,F2760B20EE6B20F522,總匯吉士火烤雞腿堡豪華套餐,MMO_ATT_A02_59_201608,1,56
MMO_ATT,A2DF32D9D5BBCCC01E,台灣高鐵紅利購票優惠(台北-台南),MMO_ATT_A03_14_201606,1,73
MMO_ATT,A27761DD49BD3526D3,太平洋百貨商品券,MMO_ATT_A07_2_201606,1,10
MMO_ATT,F18FA1B0F25BC30BC0,太平洋百貨商品券,MMO_ATT_A07_2_201606,1,72
MMO_ATT,M245060D0A50091974,現金抵用券30元,MMO_ATT_A12_36_201606,1,62
MMO_ATT,S23A19B8AD3D4E5160,現金抵用券100元,MMO_ATT_A12_37_201606,1,17
MMO_ATT,Y2133D4EB36033621D,豚丼(大)乙份,MMO_ATT_A02_25_201606,2,5
MMO_ATT,L200C53BDD634961E8,裕榮蝦味先(大),MMO_ATT_A12_15_201606,1,59
MMO_ATT,L29EF2D4F5B66D4EB8,雋愛禮盒兌換券,MMO_ATT_A02_27_201608,1,12
MMO_ATT,A1E966368182E0D769,下午茶鬆餅組 (中杯本日咖啡+鬆餅),MMO_ATT_A02_52_201608,1,73
MMO_ATT,A2C62EC3489FC4406B,嘟嘟房市區停車,MMO_ATT_A03_5_201606,1,10
MMO_ATT,Q2A98ACEB5C86A4A56,可樂果豌豆酥大,MMO_ATT_A12_16_201606,1,42
MMO_ATT,Q18AD07E5A7F715277,王品牛排$1485套餐乙份,MMO_ATT_A02_55_201606,2,78
MMO_ATT,F24FDA9E1B74C07D35,薑燒珍珠堡+薯條(L)+冰紅茶(L)乙份,MMO_ATT_A02_40_201606,2,2
MMO_ATT,A2B50EA4D492F21A98,EZ訂,MMO_ATT_A04_1_201606,1,22
MMO_ATT,Q2C449BD966C0FEA38,太平洋崇光百貨,MMO_ATT_A08_2_201606,1,67
MMO_ATT,L1976B35BB67BDC3C1,冰紅茶(M)乙份,MMO_ATT_A02_4_201606,1,78
MMO_ATT,V28F0D2E248F509798,薯條(S),MMO_ATT_A02_5_201606,1,67
MMO_ATT,G20AE80FCCBCAFD2DF,新光三越商品券,MMO_ATT_A07_1_201606,1,27
MMO_ATT,R28CDC34A09E90CC32,新光影城,MMO_ATT_A04_2_201606,2,39
MMO_ATT,F2DB2E15E2D28FCCA2,新光三越商品券,MMO_ATT_A07_1_201606,2,17
MMO_ATT,A2F2178C6BB6B0D9D7,現金抵用券30元,MMO_ATT_A12_36_201606,1,45
MMO_ATT,M1A17AF16342EECD23,遠傳電信,MMO_ATT_A06_2_201606,1,86
MMO_ATT,D2467100B3E46B60DC,遠東百貨,MMO_ATT_A08_5_201606,1,47
MMO_ATT,H2F6411E565E663AAE,遠傳電信,MMO_ATT_A06_2_201606,1,88
MMO_ATT,U10B6BC0A7D9403FC3,CITYCAFE大熱拿鐵,MMO_ATT_A12_34_201606,1,55
MMO_ATT,A2F56BCF46B3F829F5,新光三越商品券,MMO_ATT_A07_1_201606,1,32
MMO_ATT,S21B162FF8685CFD41,現金抵用券100元,MMO_ATT_A12_37_201606,1,36
MMO_ATT,G12AAE5D14B78AB1F4,中華電信,MMO_ATT_A06_1_201606,1,65
MMO_ATT,F2D57F1B2D82F8F3EE,35元甜甜圈任選(六入)乙份,MMO_ATT_A02_44_201606,1,24
MMO_ATT,N28248156F29DC127A,現金抵用券200元,MMO_ATT_A12_38_201606,4,79
MMO_ATT,E2D50CA5BBFE06D808,現金抵用券100元,MMO_ATT_A12_37_201606,1,32
MMO_ATT,A24FB837941E224B28,CITYCAFE中冰美式,MMO_ATT_A12_25_201606,3,19
MMO_ATT,U2F32B4E15B66109DC,遠東百貨,MMO_ATT_A08_5_201606,1,55
MMO_ATT,H1B13A1DDA33DE3442,CITYCAFE中熱拿鐵,MMO_ATT_A12_31_201606,3,15
MMO_ATT,D297CC8A38A96B65AB,太平洋百貨商品券,MMO_ATT_A07_2_201606,1,20
MMO_ATT,M25A33363AAC3C7CED,薑燒珍珠堡+冰紅茶(L)乙份,MMO_ATT_A02_26_201606,1,72
MMO_ATT,A1A850121F7897969B,in89豪華數位影城,MMO_ATT_A04_3_201606,2,19
MMO_ATT,U2A57896473E793FA6,太平洋百貨商品券,MMO_ATT_A07_2_201606,2,33
MMO_ATT,N1D4C2616D083E7915,現金抵用券100元,MMO_ATT_A12_37_201606,2,49
MMO_ATT,F1C57F1ED092D57D1D,中華電信,MMO_ATT_A08_52_201606,1,78
MMO_ATT,R14E4CB548D103A173,EZ訂,MMO_ATT_A04_1_201606,2,31
MMO_ATT,N2AC8B9A0ECC5E7D30,現金抵用券100元,MMO_ATT_A12_37_201606,1,53
MMO_ATT,F205EF83133E695255,中華電信,MMO_ATT_A06_1_201606,1,56
MMO_ATT,05832EFF7EC30938C8,EZ訂,MMO_ATT_A04_1_201606,1,46
MMO_ATT,P1CA53CD38D0889666,薑燒珍珠堡+冰紅茶(L)乙份,MMO_ATT_A02_26_201606,1,21
MMO_ATT,N2CACAF05C733B194F,茶裏王日式綠茶PET600,MMO_ATT_A12_12_201606,1,89
MMO_ATT,E266BCD53CCA887366,CITYCAFE中熱美式,MMO_ATT_A12_26_201606,1,33
MMO_ATT,T27DA1213DEEE5E496,茶葉蛋,MMO_ATT_A12_7_201606,1,61
MMO_ATT,W212D17239F8398DB9,現金抵用券100元,MMO_ATT_A12_37_201606,1,21
MMO_ATT,R1549ADA38BF1BEDD1,遠傳電信,MMO_ATT_A06_2_201606,1,60
MMO_ATT,R28BF7B7245EF8E69B,EZ訂,MMO_ATT_A04_1_201606,2,5
MMO_ATT,J1F0640E427C2339FC,TreeMall,MMO_ATT_A08_59_201606,2,24
MMO_ATT,0578C5187DC9E835DB,統一阪急百貨,MMO_ATT_A08_14_201606,1,44
MMO_ATT,E20D9BC3789B8DEE27,茶葉蛋,MMO_ATT_A12_7_201606,1,58
MMO_ATT,F28AF7F9774A721A14,中華電信,MMO_ATT_A08_52_201606,1,2
MMO_ATT,J1D308EB59FBC3D007,茶裏王日式綠茶PET600,MMO_ATT_A12_12_201606,1,76
MMO_ATT,T28233B8BCAFE0B143,現金抵用券30元,MMO_ATT_A12_36_201606,2,63
MMO_ATT,U161BD5F8FE01FEBF1,EZ訂,MMO_ATT_A04_1_201606,1,70
MMO_ATT,R2820DC359FA677FC8,現金抵用券100元,MMO_ATT_A12_37_201606,1,10
MMO_ATT,J2D2C340F7B0EBAE95,CITYCAFE大熱拿鐵,MMO_ATT_A12_34_201606,1,50
MMO_ATT,V2A3C60E6AD712AF20,遠傳電信,MMO_ATT_A06_2_201606,1,10
MMO_ATT,D17F8357F20490A686,台灣聯通市區停車,MMO_ATT_A03_6_201606,1,53
MMO_ATT,A295566EDE43D417A0,遠東百貨,MMO_ATT_A08_5_201606,1,14
MMO_ATT,K21E35714D73AF9B84,CITYCAFE中熱美式,MMO_ATT_A12_26_201606,1,90
MMO_ATT,T265C3D80DE11257FF,中華電信,MMO_ATT_A06_1_201606,1,1
MMO_ATT,E2593EAC9AA8565F52,中華電信,MMO_ATT_A06_1_201606,1,6
MMO_ATT,F2060EA8C9C466A468,CITYCAFE大熱拿鐵,MMO_ATT_A12_34_201606,1,12
MMO_ATT,P108B829BEDC708859,台灣高鐵升等商務車廂,MMO_ATT_A03_12_201606,1,73
MMO_ATT,F16683EDA8F6726C2E,現金抵用券100元,MMO_ATT_A12_37_201606,4,67
MMO_ATT,L239C9567DEEFA0919,燒肉珍珠堡+冰紅茶(L)乙份,MMO_ATT_A02_30_201606,1,89
MMO_ATT,H287A0D317F39501DD,遠傳電信,MMO_ATT_A06_2_201606,1,75
MMO_ATT,H24185E17A12C085DC,科學麵原味,MMO_ATT_A12_6_201606,1,6
MMO_ATT,G273251FD54CD77F65,超值早餐49元現金抵用券,MMO_ATT_A12_40_201606,1,78
MMO_ATT,K1D0AD414CA73EED3E,現金抵用券100元,MMO_ATT_A12_37_201606,1,77
MMO_ATT,A290940D9130F42C0E,嘟嘟房市區停車,MMO_ATT_A03_5_201606,1,43
MMO_ATT,U231E9A3CFB2B9F673,長榮航空里程,MMO_ATT_A03_1_201606,1,12
MMO_ATT,S22EF1993357A0526C,麗嬰房,MMO_ATT_A08_46_201606,1,46
MMO_ATT,A1CE6E727DC7D99CB8,太平洋百貨商品券,MMO_ATT_A07_2_201606,4,31
MMO_ATT,J294714439155AC3E6,太平洋百貨商品券,MMO_ATT_A07_2_201606,1,31
MMO_ATT,J235975B8EF512DF7F,EZ訂,MMO_ATT_A04_1_201606,1,3
MMO_ATT,F27692B8CFE67BA8E2,遠傳電信,MMO_ATT_A06_2_201606,1,13
MMO_ATT,A2C44410370C64C4C7,陶板屋和風創作料理套餐乙份,MMO_ATT_A02_72_201608,1,86
MMO_ATT,J28D8D5BE4FE4E47EF,中華電信,MMO_ATT_A08_52_201606,1,6
MMO_ATT,A2869A19513FE890C4,海洋珍珠堡+冰紅茶(L),MMO_ATT_A02_32_201606,2,28
MMO_ATT,F28295C57AAE0B964C,海洋珍珠堡+冰紅茶(L),MMO_ATT_A02_32_201606,1,4
MMO_ATT,M262A6F499CE73FA89,中華電信,MMO_ATT_A06_1_201606,1,54
MMO_ATT,A2A00D12DCC03B3426,茶葉蛋,MMO_ATT_A12_7_201606,4,7
MMO_ATT,F16E4479BBF2CA6734,in89豪華數位影城,MMO_ATT_A04_3_201606,1,83
MMO_ATT,R131BC00C4FD17D5AD,現金抵用券100元,MMO_ATT_A12_37_201606,1,6
MMO_ATT,K243587AD355F7A6A0,1000元即享券乙份,MMO_ATT_A02_80_201608,1,79
MMO_ATT,A1D49F7623A54B7EDB,台灣電力公司電費,MMO_ATT_A06_4_201606,1,63
MMO_ATT,A223C2C976843054DD,現金抵用券30元,MMO_ATT_A12_36_201606,1,8
MMO_ATT,V284410E6CF19CDE9D,超值早餐49元現金抵用券,MMO_ATT_A12_40_201606,2,89
MMO_ATT,T2C1EE79FF8C81F352,遠傳電信,MMO_ATT_A06_2_201606,1,14
MMO_ATT,D2AC5B15E4B1AFA407,CITYCAFE大熱拿鐵,MMO_ATT_A12_34_201606,1,2
MMO_ATT,Q1E3E6BE23E903C011,現金抵用券200元,MMO_ATT_A12_38_201606,1,5
MMO_ATT,F2A25BB93FFF639FFA,中華航空里程,MMO_ATT_A03_2_201606,1,13
MMO_ATT,N20C334B8360D75430,統一麥香奶茶TP300,MMO_ATT_A12_2_201606,1,12
MMO_ATT,H23A675EE1D62DF8BA,統一麥香紅茶TP300,MMO_ATT_A12_5_201606,4,4
MMO_ATT,E1368967C89CA14B24,華堡豪華套餐,MMO_ATT_A02_61_201608,1,34
MMO_ATT,S299BD37E80F3BC8BB,中華電信,MMO_ATT_A06_1_201606,1,5
MMO_ATT,K2594A735EDA112483,中華電信,MMO_ATT_A08_52_201606,1,18
MMO_ATT,D12964EDB2471807E5,現金抵用券200元,MMO_ATT_A12_38_201606,1,85
MMO_ATT,J21C6DF7A8A81A2002,太平洋百貨商品券,MMO_ATT_A07_2_201606,1,69
MMO_ATT,R13E4A62293570E061,長榮航空香港來回機票,MMO_ATT_A03_15_201606,1,49
MMO_ATT,S2BF614759E2B2EB0A,新光三越商品券,MMO_ATT_A07_1_201606,1,18
MMO_ATT,C22FE924D1B7A7F4C2,京站時尚廣場,MMO_ATT_A08_7_201606,1,29
MMO_ATT,L2FD66BC3BBDF7A1E0,新光三越百貨,MMO_ATT_A08_4_201606,1,16
MMO_ATT,F26102F80B9125B485,35元飲品任選一,MMO_ATT_A02_3_201606,1,59
MMO_ATT,A23505F5119DE1CED4,新光三越商品券,MMO_ATT_A07_1_201606,1,68
MMO_ATT,H1714C973A980A898A,摩斯漢堡+冰紅茶(L)乙份,MMO_ATT_A02_27_201606,2,10
MMO_ATT,L23B3B7DFF2B161F78,新光三越百貨,MMO_ATT_A08_4_201606,1,83
MMO_ATT,L2A0AD15A4B6F1F741,新光三越百貨,MMO_ATT_A08_4_201606,1,59
MMO_ATT,T1A6A01906786045A4,現金抵用券30元,MMO_ATT_A12_36_201606,1,71
MMO_ATT,R2C0243EC1B5BB365E,現金抵用券30元,MMO_ATT_A12_36_201606,1,74
MMO_ATT,V20E308A5590685E9E,麥香阿薩姆奶茶PET600,MMO_ATT_A02_48_201610,1,17
MMO_ATT,M1BE938211E447B4E3,現金抵用券200元,MMO_ATT_A12_38_201606,1,18
MMO_ATT,E2B0E13BEA450AF899,長榮航空里程,MMO_ATT_A03_1_201606,2,16
MMO_ATT,J2F6965F942E05D2EB,遠傳電信,MMO_ATT_A06_2_201606,1,29
MMO_ATT,H1B6A41FCE5D566577,長榮航空里程,MMO_ATT_A03_1_201606,1,42
MMO_ATT,C24E3A9256B77C02BA,CITYCAFE大熱拿鐵,MMO_ATT_A12_34_201606,1,27
MMO_ATT,A16F47E66F55C0AD71,健達繽紛樂白巧克力,MMO_ATT_A02_50_201610,3,1
MMO_ATT,M1726167CEB8AE5464,500元乙份即享券,MMO_ATT_A02_69_201608,3,10
MMO_ATT,F2F519A44EAECE7524,遠傳電信,MMO_ATT_A06_2_201606,1,40
MMO_ATT,T18B425F1A9AD8E0A9,現金抵用券200元,MMO_ATT_A12_38_201606,2,46
MMO_ATT,T2F0AB596D12BE53FD,中華電信,MMO_ATT_A06_1_201606,1,31
MMO_ATT,U274BB2758830BB665,中華電信,MMO_ATT_A08_52_201606,2,3
MMO_ATT,F19FD0FC80E8160C9A,海洋珍珠堡+冰紅茶(L),MMO_ATT_A02_32_201606,1,70
MMO_ATT,F20A4A647CFD808371,35元飲品任選一,MMO_ATT_A02_3_201606,1,84
MMO_ATT,A29DC88965516E3F6C,500元乙份即享券,MMO_ATT_A02_69_201608,2,22
MMO_ATT,L2608C04F661C45D55,茶葉蛋,MMO_ATT_A12_7_201606,1,1
MMO_ATT,C2C6F5BD8DFB681121,新光三越商品券,MMO_ATT_A07_1_201606,1,69
MMO_ATT,H2629BA674FD04C5CA,統一阪急百貨,MMO_ATT_A08_1_201606,1,48
MMO_ATT,F20B846448B783CA1C,現金抵用券200元,MMO_ATT_A12_38_201606,1,63
MMO_ATT,N18C5BF980A916C2F3,CITYCAFE大熱拿鐵,MMO_ATT_A12_34_201606,1,39
MMO_ATT,F26D2BA934F414FE5E,新光影城,MMO_ATT_A04_2_201606,1,67
MMO_ATT,J11293442899131FE2,500元乙份即享券,MMO_ATT_A02_69_201608,3,30
MMO_ATT,N2533F2767ACB9A2A0,亞洲萬里通里數,MMO_ATT_A03_3_201606,1,72
MMO_ATT,M20069956761296311,長榮航空香港來回機票,MMO_ATT_A03_15_201606,2,3
MMO_ATT,A1C8C8B471F9E947F6,CITYCAFE中冰美式,MMO_ATT_A12_25_201606,1,90
MMO_ATT,N2B2A515F0A8E60B39,現金抵用券30元,MMO_ATT_A12_36_201606,2,12
MMO_ATT,K1E267D26EBDA9D3F0,現金抵用券200元,MMO_ATT_A12_38_201606,3,45
MMO_ATT,E2BA34FBDD381AC742,35元飲品任選一,MMO_ATT_A02_3_201606,1,19
MMO_ATT,V2E5470AC3920FE9A5,中華電信,MMO_ATT_A08_52_201606,2,59
MMO_ATT,A23C51E99B7EC0CCD4,500元乙份即享券,MMO_ATT_A02_69_201608,1,32
MMO_ATT,T2FCDB3A804612717D,TreeMall,MMO_ATT_A08_59_201606,1,49
MMO_ATT,A237B9D541E6461153,CITYCAFE大熱拿鐵,MMO_ATT_A12_34_201606,18,3
MMO_ATT,H2A5A6EE26E039B06B,香草烤半雞+四季春冰茶(L)乙份,MMO_ATT_A02_45_201606,1,44
MMO_ATT,H292831E2D07EDDE72,太平洋百貨商品券,MMO_ATT_A07_2_201606,1,74
MMO_ATT,R25D0902631BF8671C,現金抵用券200元,MMO_ATT_A12_38_201606,1,66
MMO_ATT,U19D15639F7C29DC5C,台茂購物中心,MMO_ATT_A08_22_201606,2,30
MMO_ATT,N113484911C57A4941,35元飲品任選一,MMO_ATT_A02_3_201606,5,14
MMO_ATT,C2A23F6172C36AA35E,100元抵用券乙份(限茶館使用),MMO_ATT_A02_34_201608,1,22
MMO_ATT,S2C87FFA0AFBBF716F,中華電信,MMO_ATT_A08_52_201606,2,70
MMO_ATT,Q26FA85C9BC7FEEB44,100元即享券乙份,MMO_ATT_A02_39_201608,2,77
MMO_ATT,F2C6EEC9E0AFB0547A,現金抵用券200元,MMO_ATT_A12_38_201606,1,69
MMO_ATT,N263831E0888431E6B,現金抵用券200元,MMO_ATT_A12_38_201606,1,85
MMO_ATT,H22D8FF134F07E5B34,CITYCAFE中熱拿鐵,MMO_ATT_A12_31_201606,1,60
MMO_ATT,F246C906910F275CE9,CITYCAFE中冰美式,MMO_ATT_A12_25_201606,1,75
MMO_ATT,M1D287ECDF42F90B6D,日新大戲院,MMO_ATT_A04_4_201606,1,15
MMO_ATT,C2102C4070F70AD706,生活泡沬綠茶TP300,MMO_ATT_A12_4_201606,1,79
MMO_ATT,Q293710C55B553A528,海洋珍珠堡+冰紅茶(L),MMO_ATT_A02_32_201606,2,63
MMO_ATT,N2E88AB5CF0EAD84B3,CITYCAFE大冰拿鐵,MMO_ATT_A12_35_201606,1,81
MMO_ATT,E2CF4D346CDC36B31B,薑燒珍珠堡+冰紅茶(L)乙份,MMO_ATT_A02_26_201606,1,34
MMO_ATT,H17E879F9DCA670352,500元乙份即享券,MMO_ATT_A02_69_201608,1,31
MMO_ATT,F266B3B9806D59949F,統一麥香奶茶TP300,MMO_ATT_A12_2_201606,1,11
MMO_ATT,C29884417D4717C0E6,太平洋百貨商品券,MMO_ATT_A07_2_201606,1,4
MMO_ATT,H157CF21F2022EC159,中華航空里程,MMO_ATT_A03_2_201606,4,8
MMO_ATT,K217E842B4C9C81667,現金抵用券100元,MMO_ATT_A12_37_201606,1,15
MMO_ATT,U2A0347C7C1683D9F1,新光三越商品券,MMO_ATT_A07_1_201606,1,17
MMO_ATT,N2FE63F5DA186E3536,太平洋百貨,MMO_ATT_A08_3_201606,1,5
MMO_ATT,H258C60FAFFBF539DC,太平洋百貨商品券,MMO_ATT_A07_2_201606,1,27
MMO_ATT,S20B7491313C87762A,長榮航空里程,MMO_ATT_A03_1_201606,1,76
MMO_ATT,T278DA263227A05824,CITYCAFE中熱拿鐵,MMO_ATT_A12_31_201606,4,48
MMO_ATT,H29A1FAC266D98B2DF,現金抵用券200元,MMO_ATT_A12_38_201606,2,59
MMO_ATT,A21AF809A46EF2D57E,CITYCAFE中熱拿鐵,MMO_ATT_A12_31_201606,1,6
MMO_ATT,U20877B98AD5F2599D,廣三SOGO百貨,MMO_ATT_A08_24_201606,1,7
MMO_ATT,A2E5494F8A2D14D0AE,蕃茄吉士蛋堡+冰紅茶(L)乙份,MMO_ATT_A02_12_201606,1,70
MMO_ATT,N1AC5E5FC5A32C4974,100元即享券乙份,MMO_ATT_A02_39_201608,1,80
MMO_ATT,Q29A82D07C8E38CC80,火腿歐姆蛋堡+冰紅茶(L)乙份,MMO_ATT_A02_11_201606,1,68
MMO_ATT,E26F23AF58DD4BF16D,西堤牛排$570套餐乙份,MMO_ATT_A02_51_201606,1,22
MMO_ATT,K299D8AD59D7A4463D,500元乙份即享券,MMO_ATT_A02_69_201608,1,12
MMO_ATT,N21D10A860106A3993,生活泡沬綠茶TP300,MMO_ATT_A12_4_201606,1,76
MMO_ATT,R13CE8194BB03EE9E7,新光三越商品券,MMO_ATT_A07_1_201606,1,26
MMO_ATT,A18E7134B43AEF5815,CITYCAFE中熱拿鐵,MMO_ATT_A12_31_201606,1,61
MMO_ATT,P1F88A12342CA3218B,100元即享券乙份,MMO_ATT_A02_39_201608,1,68
MMO_ATT,U11DDA590136CE37CB,太平洋百貨,MMO_ATT_A08_3_201606,1,20
MMO_ATT,H2991C707C6F803840,現金抵用券200元,MMO_ATT_A12_38_201606,1,22
MMO_ATT,F2939562E8D3739967,新光三越商品券,MMO_ATT_A07_1_201606,1,13
MMO_ATT,L2FD758719F19DFB78,新光影城,MMO_ATT_A04_2_201606,1,45
MMO_ATT,Q244E798CC267B5B06,台灣高鐵升等商務車廂,MMO_ATT_A03_12_201606,1,84
MMO_ATT,S2EA0FEDBAEB3615B0,茶葉蛋,MMO_ATT_A12_7_201606,1,41
MMO_ATT,N21F23C40772DE3A68,太平洋崇光百貨,MMO_ATT_A08_2_201606,1,76
MMO_ATT,K2983DBE5E4A5D704C,CITYCAFE大冰拿鐵,MMO_ATT_A12_35_201606,1,82
MMO_ATT,F16E1FA7E857EB00E7,海洋珍珠堡+冰紅茶(L),MMO_ATT_A02_32_201606,1,32
MMO_ATT,N1B84731B4EC59BD64,原創白珍珠奶茶(大杯),MMO_ATT_A02_18_201608,1,32
MMO_ATT,0506EDE871CCDE1D83,現金抵用券100元,MMO_ATT_A12_37_201606,1,39
MMO_ATT,R12934BEAF7D97501A,亞洲萬里通里數,MMO_ATT_A03_3_201606,1,47
MMO_ATT,S2A143B43F85A05D6B,現金抵用券200元,MMO_ATT_A12_38_201606,1,69
MMO_ATT,L181B80D269DFCCE9C,1000元即享券乙份,MMO_ATT_A02_80_201608,1,4
MMO_ATT,F2ADB1A3065D22CC62,CITYCAFE大熱拿鐵,MMO_ATT_A12_34_201606,1,85
MMO_ATT,C29E06DBCB33658860,超值早餐39元現金抵用券,MMO_ATT_A12_39_201606,1,57
MMO_ATT,A248B2094164C4F7BE,500元乙份即享券,MMO_ATT_A02_69_201608,1,12
MMO_ATT,S2E1478D8C41370911,香草烤半雞+四季春冰茶(L)乙份,MMO_ATT_A02_45_201606,1,82
MMO_ATT,T294A4D3EAC55B5746,太平洋百貨商品券,MMO_ATT_A07_2_201606,1,3
